month,day,year,position01,position02,position03,position04,position05,position06
04,2,2020,12,16,18,20,24,19
04,1,2020,23,25,31,32,33,10
02,31,2020,7,19,20,21,28,33
02,30,2020,11,15,22,27,38,30
02,29,2020,1,12,21,29,39,25
02,28,2020,12,29,31,33,34,35
02,27,2020,5,17,32,38,39,22
02,26,2020,2,9,15,26,39,13
02,25,2020,3,13,18,26,35,39
02,24,2020,1,11,14,30,35,34
02,23,2020,2,4,12,16,30,29
02,22,2020,1,9,23,29,36,38
02,21,2020,1,3,12,31,33,21
02,20,2020,1,15,24,28,38,18
02,19,2020,7,11,13,17,35,9
02,18,2020,4,10,20,27,39,24
02,17,2020,4,18,28,32,37,20
02,16,2020,1,7,19,21,27,8
02,15,2020,4,5,20,37,38,12
02,14,2020,2,3,18,22,37,34
02,13,2020,4,13,19,29,30,38
02,12,2020,3,5,15,21,29,6
02,11,2020,20,22,25,28,39,26
02,10,2020,2,8,11,29,36,16
02,9,2020,2,12,26,28,39,3
02,8,2020,9,11,18,32,39,29
02,7,2020,8,10,14,17,23,19
02,6,2020,23,27,29,30,32,2
02,5,2020,1,13,21,28,31,32
02,4,2020,6,13,17,27,39,18
02,3,2020,13,17,20,25,38,18
02,2,2020,9,15,17,22,39,1
02,1,2020,1,15,31,32,33,26
02,29,2020,3,10,14,37,39,15
02,28,2020,5,10,20,36,39,37
02,27,2020,6,12,18,33,36,25
02,26,2020,6,7,19,20,31,39
02,25,2020,3,10,13,18,37,5
02,24,2020,20,24,26,29,36,11
02,23,2020,7,9,24,34,38,22
02,22,2020,2,16,20,24,39,37
02,21,2020,3,15,21,33,36,29
02,20,2020,18,28,29,35,38,1
02,19,2020,1,16,26,28,30,6
02,18,2020,2,21,22,29,37,8
02,17,2020,2,5,18,23,32,21
02,16,2020,13,14,36,37,39,23
02,15,2020,1,19,25,26,27,34
02,14,2020,6,13,19,33,35,23
02,13,2020,6,20,21,22,34,29
02,12,2020,11,26,27,32,34,8
02,11,2020,2,22,24,27,32,21
02,10,2020,1,21,23,25,36,32
02,9,2020,2,21,27,28,31,12
02,8,2020,6,9,14,16,31,25
02,7,2020,1,22,30,35,37,39
02,6,2020,8,14,16,25,33,22
02,5,2020,5,24,32,33,36,29
02,4,2020,4,11,22,28,36,16
02,3,2020,29,30,33,37,38,4
02,2,2020,2,4,8,20,31,36
02,1,2020,7,14,24,31,33,35
01,31,2020,1,19,24,32,37,22
01,30,2020,10,26,28,29,37,19
01,29,2020,9,29,34,37,38,20
01,28,2020,1,11,13,18,20,32
01,27,2020,4,11,12,13,30,14
01,26,2020,4,19,20,32,35,1
01,25,2020,6,11,12,14,29,4
01,24,2020,2,8,14,25,32,36
01,23,2020,6,9,14,16,30,28
01,22,2020,5,12,21,35,36,6
01,21,2020,4,6,14,15,36,17
01,20,2020,1,3,13,36,38,11
01,19,2020,6,8,16,32,38,31
01,18,2020,1,10,15,28,31,16
01,17,2020,4,13,15,20,33,36
01,16,2020,1,3,12,15,30,33
01,15,2020,8,13,15,21,25,33
01,14,2020,2,10,22,24,39,21
01,13,2020,2,11,30,32,37,27
01,12,2020,12,17,22,24,38,35
01,11,2020,6,11,31,36,38,30
01,10,2020,1,21,22,24,35,25
01,9,2020,3,24,25,27,35,23
01,8,2020,5,9,17,31,35,32
01,7,2020,1,9,12,31,36,7
01,6,2020,4,13,23,24,36,21
01,5,2020,4,9,19,28,29,12
01,4,2020,1,4,19,22,31,2
01,3,2020,8,14,20,23,36,9
01,2,2020,1,8,18,27,29,10
01,1,2020,3,10,18,36,38,25
